,Timestamp,Open,High,Low,Close,Date,%K,%D,Slow %K,Slow %D,KalmanFilterEst,isLocalPeak,isLocalTrough,Label,Short_Moving_Avg,Long_Moving_Avg,RSI,MinutesSincePeak,MinutesSinceTrough,PriceChangeSincePeak,PriceChangeSinceTrough,KalmanFilterEst_1st_Deriv,KalmanFilterEst_2nd_Deriv,Short_Moving_Avg_1st_Deriv,Short_Moving_Avg_2nd_Deriv,Long_Moving_Avg_1st_Deriv,Long_Moving_Avg_2nd_Deriv
10,2024-05-29 02:15:23,67939.08,67939.09,67939.08,67939.09,2024-05-29 02:15:23,100.0,99.97345015267554,100.0,100.0,67930.9007795602,False,False,Hold,67905.30653289902,67922.19476644951,50.0,1,3,0.0,0.0,1325.0436982387328,-214396.56885384466,0.1999999993131496,0.0,-0.04999999946448952,4.999999946448952
11,2024-05-29 02:15:24,67939.08,67939.08,67939.08,67939.08,2024-05-29 02:15:24,100.0,99.97345015267554,100.0,100.0,67935.95581579283,False,True,Buy,67905.30453289903,67922.19476644951,50.0,2,0,0.0,0.0,505.5036232632119,-81954.00749755208,-0.1999999993131496,-39.99999986262992,-0.04999999946448952,4.999999946448952
12,2024-05-29 02:15:25,67939.08,67939.08,67939.08,67939.08,2024-05-29 02:15:25,100.0,99.97345015267554,100.0,100.0,67937.88666781994,False,False,Hold,67939.084,67922.19476644951,50.0,3,1,0.0,0.0,193.08520271151792,-31241.8420551694,3377.9467100976035,337814.67100969166,-0.04999999946448952,4.999999946448952
13,2024-05-29 02:15:26,67939.09,67939.09,67939.09,67939.09,2024-05-29 02:15:26,100.0,99.97345015267554,100.0,100.0,67938.63036800697,True,False,Sell,67939.086,67922.19476644951,50.0,0,2,0.0,0.00999999999476131,74.37001870275708,-11871.518400876084,0.1999999993131496,-337774.67100982904,-0.04999999946448952,4.999999946448952
14,2024-05-29 02:15:27,67939.08,67939.09,67939.08,67939.08,2024-05-29 02:15:27,100.0,99.97345015267554,100.0,100.0,67938.9082558611,False,True,Buy,67939.084,67922.19476644951,49.9985202051391,1,0,-0.00999999999476131,0.0,27.788785412849393,-4658.123328990769,-0.1999999993131496,-39.99999986262992,-0.04999999946448952,4.999999946448952
15,2024-05-29 02:15:28,67939.09,67939.09,67939.09,67939.09,2024-05-29 02:15:28,100.0,99.97345015267554,100.0,100.0,67939.02057991619,True,False,Sell,67939.084,67922.19476644951,50.001479794860906,0,1,0.0,0.00999999999476131,11.23240550950868,-1655.6379903340712,0.0,19.99999993131496,-0.04999999946448952,4.999999946448952
16,2024-05-29 02:15:29,67939.08,67939.08,67939.08,67939.08,2024-05-29 02:15:29,100.0,99.97345015267554,100.0,100.0,67939.0573035476,False,True,Buy,67939.084,67922.19476644951,49.9985202051391,1,0,-0.00999999999476131,0.0,3.672363140503876,-756.0042369004805,0.0,0.0,-0.04999999946448952,4.999999946448952
17,2024-05-29 02:15:30,67939.08,67939.09,67939.08,67939.09,2024-05-29 02:15:30,100.0,99.97345015267554,100.0,100.0,67939.0775110665,True,False,Sell,67939.086,67922.19476644951,50.0,0,1,0.0,0.0,2.0207518900861032,-165.16112504177727,0.1999999993131496,19.99999993131496,-0.04999999946448952,4.999999946448952
18,2024-05-29 02:15:31,67939.08,67939.08,67939.08,67939.08,2024-05-29 02:15:31,100.0,99.97345015267554,100.0,100.0,67939.079049312,False,False,Hold,67939.084,67922.19476644951,50.0,1,2,0.0,0.0,0.1538245502160862,-186.6927339870017,-0.1999999993131496,-39.99999986262992,-0.04999999946448952,4.999999946448952
19,2024-05-29 02:15:32,67939.09,67939.09,67939.08,67770.18266449512,2024-05-29 02:15:32,100.0,99.97345015267554,100.0,100.0,67834.69534291819,False,True,Buy,67905.30453289903,67922.19476644951,33.33662199346287,2,0,0.00999999999476131,0.0,-10438.370639381174,-1043852.446393139,-3377.9467100976035,-337774.67100982904,-0.04999999946448952,4.999999946448952
20,2024-05-29 02:15:33,67939.09,67939.09,67939.08,67939.08,2024-05-29 02:15:33,100.0,99.97345015267554,100.0,100.0,67899.20860889876,False,False,Hold,67905.30253289903,67922.19426644951,49.999260004015746,3,1,0.00999999999476131,0.0,6451.326598056767,1688969.723743794,-0.1999999993131496,337774.67100982904,-0.04999999946448952,4.999999946448952
21,2024-05-29 02:15:34,67939.08,67939.08,67939.08,67939.08,2024-05-29 02:15:34,100.0,99.97345015267554,100.0,100.0,67923.85048377806,False,False,Hold,67905.30253289902,67922.19426644951,66.6640356347322,4,2,0.0,0.0,2464.187487930758,-398713.9110126009,-1.4551915228366852e-09,19.999999785795808,0.0,4.999999946448952
22,2024-05-29 02:15:35,67939.09,67939.09,67939.09,67939.09,2024-05-29 02:15:35,100.0,99.97345015267554,100.0,100.0,67933.26902277532,True,False,Sell,67905.30253289903,67922.19426644951,50.001479794860906,0,3,0.0,0.0,941.8538997255382,-152233.35882052197,1.4551915228366852e-09,2.9103830456733704e-07,0.0,0.0
23,2024-05-29 02:15:36,67939.09,67939.09,67939.08,67939.08,2024-05-29 02:15:36,100.0,99.97345015267554,100.0,100.0,67936.86040420803,False,True,Buy,67905.30253289903,67922.1937664495,49.9985202051391,1,0,0.0,0.0,359.13814327068394,-58271.57564548543,0.0,-1.4551915228366852e-07,-0.05000000091968104,-5.000000091968104
24,2024-05-29 02:15:37,67939.09,67939.09,67939.08,67939.08,2024-05-29 02:15:37,100.0,99.97345015267554,100.0,100.0,67938.23218984876,False,False,Hold,67939.082,67922.19376644952,49.9985202051391,2,1,0.0,0.0,137.17856407311046,-22195.957919757348,3377.9467100961483,337794.67100961483,1.4551915228366852e-09,5.0000002374872565
25,2024-05-29 02:15:38,67939.08,67939.09,67939.08,67939.09,2024-05-29 02:15:38,100.0,99.97345015267554,100.0,100.0,67938.76234567811,True,False,Sell,67939.084,67922.19426644951,50.001479794860906,0,2,0.0,-0.00999999999476131,53.01558293576818,-8416.298113734229,0.20000000076834112,-337774.671009538,0.04999999946448952,4.9999998009298
26,2024-05-29 02:15:39,67939.09,67939.09,67939.08,67939.08,2024-05-29 02:15:39,100.0,99.97345015267554,100.0,100.0,67938.95866684572,False,True,Buy,67939.084,67922.1937664495,50.0,1,0,0.00999999999476131,0.0,19.632116760476492,-3338.3466175291687,0.0,-20.000000076834112,-0.05000000091968104,-10.000000038417056
27,2024-05-29 02:15:40,67939.09,67939.09,67939.09,67939.09,2024-05-29 02:15:40,100.0,99.97345015267554,100.0,100.0,67939.03983519891,True,False,Sell,67939.084,67930.63913322476,50.0,0,1,0.0,0.0,8.116835319378879,-1151.5281441097613,0.0,0.0,844.5366775253206,84458.66775262402
28,2024-05-29 02:15:41,67939.08,67939.08,67939.08,67939.08,2024-05-29 02:15:41,100.0,99.97345015267554,100.0,100.0,67939.06465841114,False,False,Hold,67939.084,67930.63913322476,50.0,1,2,-0.00999999999476131,-0.00999999999476131,2.4823212224873714,-563.4514096891508,0.0,0.0,0.0,-84453.66775253206
29,2024-05-29 02:15:42,67939.08,67939.09,67939.08,67770.18266449512,2024-05-29 02:15:42,100.0,99.97345015267554,100.0,100.0,67834.68984608319,False,True,Buy,67905.30453289903,67922.1937664495,33.33530656834685,2,0,0.0,0.0,-10437.481232795108,-1043996.3554017595,-3377.9467100976035,-337794.67100976035,-844.5366775253206,-84453.66775253206
30,2024-05-29 02:15:43,67939.08,67939.09,67939.08,67939.09,2024-05-29 02:15:43,100.0,99.97345015267554,100.0,100.0,67899.2126896345,True,False,Sell,67905.30453289903,67922.1937664495,50.000739995984254,0,1,0.0,0.0,6452.284355131269,1688976.5587926377,0.0,337794.67100976035,0.0,84453.66775253206
31,2024-05-29 02:15:44,67939.09,67939.09,67939.09,67939.09,2024-05-29 02:15:44,100.0,99.97345015267554,100.0,100.0,67923.8582228203,False,False,Hold,67905.306532899,67922.19426644951,50.0,1,2,0.00999999999476131,0.0,2464.553318580147,-398773.1036551122,0.19999999785795808,19.999999785795808,0.05000000091968104,5.000000091968104
32,2024-05-29 02:15:45,67939.08,67939.08,67939.08,67939.08,2024-05-29 02:15:45,100.0,99.97345015267554,100.0,100.0,67933.26579848654,False,False,Hold,67905.30453289903,67922.19426644951,50.0,2,3,0.0,0.0,940.7575666235061,-152379.57519566407,-0.19999999785795808,-39.999999571591616,0.0,-5.000000091968104
33,2024-05-29 02:15:46,67939.09,67939.09,67939.08,67939.08,2024-05-29 02:15:46,100.0,99.97345015267554,100.0,100.0,67936.8591726393,False,False,Hold,67905.30453289903,67922.1937664495,66.6640356347322,3,4,0.00999999999476131,0.0,359.3374152769684,-58142.015134653775,0.0,19.999999785795808,-0.05000000091968104,-5.000000091968104
34,2024-05-29 02:15:47,67939.08,67939.08,67939.08,67939.08,2024-05-29 02:15:47,100.0,99.97345015267554,100.0,100.0,67938.23171943137,False,False,Hold,67939.084,67922.1937664495,50.0,4,5,0.0,0.0,137.25467920594383,-22208.273607102456,3377.9467100976035,337794.67100976035,0.0,5.000000091968104
35,2024-05-29 02:15:48,67939.08,67939.08,67939.08,67939.08,2024-05-29 02:15:48,100.0,99.97345015267554,100.0,100.0,67938.75598565477,False,False,Hold,67939.08200000001,67922.19326644953,50.0,5,6,0.0,0.0,52.426622340863105,-8482.805686508073,-0.1999999993131496,-337814.67100969166,-0.049999998009298,-4.9999998009298
36,2024-05-29 02:15:49,67939.09,67939.09,67939.08,67939.08,2024-05-29 02:15:49,100.0,99.97345015267554,100.0,100.0,67938.95623753297,False,False,Hold,67939.08,67922.19326644953,49.9985201175422,6,7,0.00999999999476131,0.0,20.025187819555867,-3240.1434521307237,-0.20000000076834112,-1.4551915228366852e-07,0.0,4.9999998009298
37,2024-05-29 02:15:50,67939.09,67942.14,67939.09,67942.14,2024-05-29 02:15:50,100.0,99.97345015267554,100.0,100.0,67940.9239109497,False,False,Hold,67939.69200000001,67922.3457664495,50.44879265402901,7,8,0.00999999999476131,0.0,196.76734167296672,17674.215385341085,61.20000000082655,6140.000000159489,15.249999998195563,1524.9999998195563
38,2024-05-29 02:15:51,67942.14,67942.15,67942.14,67942.15,2024-05-29 02:15:51,100.0,99.97345015267554,100.0,100.0,67941.68167565601,True,False,Sell,67940.30600000001,67922.49926644951,50.450246089686026,0,9,0.0,0.0,75.77647063153563,-12099.08710414311,61.4000000001397,19.99999993131496,15.350000000034925,10.000000183936208
39,2024-05-29 02:15:52,67942.14,67942.14,67942.14,67770.18266449512,2024-05-29 02:15:52,100.0,99.97345015267554,100.0,100.0,67835.68945772159,False,True,Buy,67906.52653289902,67922.49926644951,33.533509329687604,1,0,0.0,0.0,-10599.221793442848,-1067499.8264074384,-3377.9467100990587,-343934.67100991984,0.0,-1535.0000000034925
40,2024-05-29 02:15:53,67942.14,67942.14,67942.14,67770.18266449512,2024-05-29 02:15:53,100.0,99.97345015267554,100.0,100.0,67795.20403301362,False,False,Hold,67872.74706579804,67914.05439967426,33.53416316746558,2,1,0.0,0.0,-4048.542470796383,655067.9322646465,-3377.9467100976035,1.4551915228366852e-07,-844.4866775244009,-84448.66775244009
41,2024-05-29 02:15:54,67942.14,67942.14,67942.14,67942.14,2024-05-29 02:15:54,100.0,99.97345015267554,100.0,100.0,67886.01545478104,True,False,Sell,67873.35906579805,67914.20739967425,50.22268646728118,0,2,0.0,0.0,9081.14217674156,1312968.4647537943,61.20000000082655,343914.671009843,15.299999999115244,85978.66775235161
42,2024-05-29 02:15:55,67942.14,67942.14,67942.14,67770.18266449512,2024-05-29 02:15:55,100.0,99.97345015267554,100.0,100.0,67814.4268533726,False,True,Buy,67838.96759869708,67905.76203289903,40.143329570606696,1,0,0.0,0.0,-7158.860140843899,-1624000.2317585459,-3439.146710096975,-350034.67100978014,-844.5366775224102,-85983.66775215254
43,2024-05-29 02:15:56,67942.14,67942.14,67942.14,67942.14,2024-05-29 02:15:56,100.0,99.97345015267554,100.0,100.0,67893.35791879853,False,False,Hold,67838.96559869706,67905.91503289902,59.99953478996378,2,1,0.0,0.0,7893.106542593159,1505196.6683437058,-0.20000000222353265,343894.67100947513,15.299999999115244,85983.66775215254
44,2024-05-29 02:15:57,67942.15,67942.15,67942.14,67942.14,2024-05-29 02:15:57,100.0,99.97345015267554,100.0,100.0,67923.506903023,False,False,Hold,67873.35706579805,67906.06803289903,50.22072040935256,3,2,0.00999999999476131,0.0,3014.8984224462765,-487820.8120146883,3439.14671009843,343934.67101006536,15.300000000570435,1.4551915228366852e-07
45,2024-05-29 02:15:58,67942.15,67942.15,67942.15,67942.15,2024-05-29 02:15:58,100.0,99.97345015267554,100.0,100.0,67935.02897061034,True,False,Sell,67907.75053289902,67906.22103289902,50.22144087780768,0,3,0.0,0.0,1152.2067587342463,-186269.16637120303,3439.346710097743,19.99999993131496,15.299999999115244,-1.4551915228366852e-07
46,2024-05-29 02:15:59,67942.14,67942.15,67942.14,67942.14,2024-05-29 02:15:59,100.0,99.97345015267554,100.0,100.0,67939.42382846815,False,True,Buy,67907.75053289902,67906.37403289902,50.22144087780768,1,0,-0.00999999999476131,0.0,439.48578578128945,-71272.09729529568,0.0,-343934.6710097743,15.300000000570435,1.4551915228366852e-07
47,2024-05-29 02:16:00,67942.14,67945.83,67942.14,67945.83,2024-05-29 02:16:00,100.0,99.97345015267554,100.0,100.0,67943.3830602126,False,False,Hold,67942.87999999999,67906.71103289901,50.48587763050015,2,1,-0.00999999999476131,0.0,395.92317444476066,-4356.261133652879,3512.9467100967304,351294.67100967304,33.69999999849824,1839.9999997927807
48,2024-05-29 02:16:01,67945.83,67945.83,67945.83,67945.83,2024-05-29 02:16:01,100.0,99.97345015267554,100.0,100.0,67944.89535216964,False,False,Hold,67943.618,67907.04853289903,50.48587763050015,3,2,3.680000000007567,3.6900000000023283,151.229195704218,-24469.397874054266,73.80000000121072,-343914.67100955197,33.750000002328306,5.000000383006409
49,2024-05-29 02:16:02,67945.83,67945.84,67945.83,67945.83,2024-05-29 02:16:02,100.0,99.97345015267554,100.0,100.0,67945.47299629632,False,False,Hold,67944.356,67915.83089967427,50.48587763050015,4,3,3.680000000007567,3.6900000000023283,57.76441266789334,-9346.478303632466,73.79999999975553,-1.4551915228366852e-07,878.2366775238188,84448.66775214905
50,2024-05-29 02:16:03,67945.83,67945.84,67945.83,67945.84,2024-05-29 02:16:03,100.0,99.97345015267554,100.0,100.0,67945.69981705918,True,False,Sell,67945.094,67916.16839967426,50.48659044407349,0,4,0.0,3.6900000000023283,22.682076286582742,-3508.2336381310597,73.79999999975553,0.0,33.74999999941792,-84448.66775244009
51,2024-05-29 02:16:04,67945.84,67945.84,67945.83,67945.83,2024-05-29 02:16:04,100.0,99.97345015267554,100.0,100.0,67945.78027454136,False,True,Buy,67945.83200000001,67916.50539967426,50.266780669679,1,0,0.00999999999476131,0.0,8.045748218137305,-1463.6328068445437,73.80000000121072,1.4551915228366852e-07,33.699999999953434,-4.999999946448952
52,2024-05-29 02:16:05,67945.84,67945.84,67945.84,67945.84,2024-05-29 02:16:05,100.0,99.97345015267554,100.0,100.0,67945.8171869048,True,False,Sell,67945.834,67916.84339967427,50.266780669679,0,1,0.0,0.0,3.691236343001947,-435.45118751353584,0.1999999993131496,-7360.000000189757,33.800000000337604,10.000000038417056
53,2024-05-29 02:16:06,67945.84,67945.84,67945.83,67945.83,2024-05-29 02:16:06,100.0,99.97345015267554,100.0,100.0,67945.82510583314,False,True,Buy,67945.834,67917.18089967428,66.90145271974191,1,0,0.0,0.0,0.7918928342405707,-289.9343508761376,0.0,-19.99999993131496,33.750000000873115,-4.999999946448952
54,2024-05-29 02:16:07,67945.84,67945.84,67945.83,67945.83,2024-05-29 02:16:07,100.0,99.97345015267554,100.0,100.0,67945.8281305946,False,False,Hold,67945.834,67917.51839967427,66.90145271974191,2,1,0.0,0.0,0.30247614631662145,-48.94166879239492,0.0,0.0,33.74999999941792,-1.4551915228366852e-07
55,2024-05-29 02:16:08,67945.83,67945.84,67945.83,67945.84,2024-05-29 02:16:08,100.0,99.97345015267554,100.0,100.0,67945.83546629056,True,False,Sell,67945.834,67917.85639967427,50.53210663711157,0,2,0.0,-0.00999999999476131,0.7335695961955935,43.1093449878972,0.0,0.0,33.800000000337604,5.000000091968104
56,2024-05-29 02:16:09,67945.84,67945.84,67945.84,67770.18266449512,2024-05-29 02:16:09,100.0,99.97345015267554,100.0,100.0,67837.27606456183,False,True,Buy,67910.70453289902,67909.41153289902,50.0,1,0,0.00999999999476131,0.0,-10855.94017287367,-1085667.3742469866,-3512.9467100981856,-351294.67100981856,-844.4866775258561,-87828.66775261937
57,2024-05-29 02:16:10,67945.84,67945.84,67945.84,67945.84,2024-05-29 02:16:10,100.0,99.97345015267554,100.0,100.0,67904.37226661507,False,False,Hold,67910.70453289904,67909.59653289903,50.521017169357016,2,1,0.00999999999476131,0.0,6709.620205324609,1756556.037819828,1.4551915228366852e-09,351294.6710099641,18.50000000122236,86298.66775270784
58,2024-05-29 02:16:11,67945.84,67945.84,67945.84,67945.84,2024-05-29 02:16:11,100.0,99.97345015267554,100.0,100.0,67930.00073528338,True,False,Sell,67910.70653289903,67909.78103289902,50.521017169357016,0,2,0.0,0.0,2562.8468668306596,-414677.3338493949,0.1999999993131496,19.999999785795808,18.44999999884749,-5.0000002374872565
59,2024-05-29 02:16:12,67945.84,67945.84,67945.84,67945.84,2024-05-29 02:16:12,100.0,99.97345015267554,100.0,100.0,67939.78993923505,False,False,Hold,67910.708532899,67918.56389967426,50.51962364905368,1,3,0.0,0.0,978.9203951673699,-158392.64716632897,0.19999999785795808,-1.4551915228366852e-07,878.2866775247385,85983.6677525891
60,2024-05-29 02:16:13,67945.83,67945.83,67945.83,67945.83,2024-05-29 02:16:13,100.0,99.97345015267554,100.0,100.0,67943.52290208191,False,True,Buy,67910.70653289903,67927.34626644952,50.51962364905368,2,0,-0.00999999999476131,0.0,373.2962846857845,-60562.41104815854,-0.19999999785795808,-39.999999571591616,878.236677525274,-4.999999946448952
61,2024-05-29 02:16:14,67945.84,67952.85,67945.84,67952.85,2024-05-29 02:16:14,100.0,99.97345015267554,100.0,100.0,67949.28736561169,False,False,Hold,67947.24,67927.88176644951,50.97936724062139,3,1,0.0,0.00999999999476131,576.4463529776549,20315.00682918704,3653.346710097685,365354.6710095543,53.549999999813735,-82468.66775254603
62,2024-05-29 02:16:15,67953.46,67953.47,67953.46,67953.47,2024-05-29 02:16:15,100.0,99.97345015267554,100.0,100.0,67951.87237582618,True,False,Sell,67948.76599999999,67937.04613322477,51.06402336964562,0,2,0.0,7.630000000004657,258.5010214490467,-31794.533152860822,152.5999999983469,-350074.6710099338,916.4366775250528,86288.6677525239
63,2024-05-29 02:16:16,67953.46,67953.47,67953.46,67953.46,2024-05-29 02:16:16,100.0,99.97345015267554,100.0,100.0,67952.85358152697,False,False,Hold,67950.29000000001,67937.61213322476,51.06260107119467,1,3,0.0,7.630000000004657,98.1205700794817,-16038.045136956498,152.40000000194414,-19.999999640276656,56.59999999916181,-85983.6677525891
64,2024-05-29 02:16:17,67953.47,67953.47,67953.46,67953.46,2024-05-29 02:16:17,100.0,99.97345015267554,100.0,100.0,67953.22836875472,False,True,Buy,67951.814,67938.17813322475,51.06123796815585,2,0,0.00999999999476131,0.0,37.478722774540074,-6064.184730494162,152.39999999903375,-2.9103830456733704e-07,56.59999999916181,0.0
65,2024-05-29 02:16:18,67953.46,67953.46,67953.46,67953.46,2024-05-29 02:16:18,100.0,99.97345015267554,100.0,100.0,67953.37152473716,False,False,Hold,67953.34000000001,67938.74363322476,51.06266026825568,3,1,0.0,-0.00999999999476131,14.315598244138528,-2316.3124530401547,152.60000000125729,20.000000222353265,56.55000000115251,-4.9999998009298
66,2024-05-29 02:16:19,67953.47,67953.47,67953.47,67953.47,2024-05-29 02:16:19,100.0,99.97345015267554,100.0,100.0,67953.43238579665,True,False,Sell,67953.464,67939.31013322475,51.06266026825568,0,2,0.0,0.0,6.086105949361809,-822.9492294776719,12.39999999961583,-14020.000000164146,56.6499999986263,9.999999747378752
67,2024-05-29 02:16:20,67953.46,67953.46,67953.46,67953.46,2024-05-29 02:16:20,100.0,99.97345015267554,100.0,100.0,67953.4494523129,False,True,Buy,67953.46200000001,67939.69163322475,51.06266026825568,1,0,-0.00999999999476131,0.0,1.7066516244085506,-437.9454324953258,-0.1999999993131496,-1259.999999892898,38.15000000031432,-1849.9999998311978
68,2024-05-29 02:16:21,67953.47,67953.47,67953.47,67953.47,2024-05-29 02:16:21,100.0,99.97345015267554,100.0,100.0,67953.46215148192,False,False,Hold,67953.464,67940.07363322476,51.06402336964562,2,1,0.0,0.00999999999476131,1.2699169019469991,-43.67347224615514,0.1999999993131496,39.99999986262992,38.200000001234,5.000000091968104
69,2024-05-29 02:16:22,67953.46,67953.47,67953.46,67953.47,2024-05-29 02:16:22,100.0,99.97345015267554,100.0,100.0,67953.46700213285,True,False,Sell,67953.466,67940.45563322476,51.06266026825568,0,2,0.0,0.0,0.48506509338039905,-78.48518085666001,0.1999999993131496,0.0,38.19999999977881,-1.4551915228366852e-07
70,2024-05-29 02:16:23,67953.46,67953.47,67953.46,67953.47,2024-05-29 02:16:23,100.0,99.97345015267554,100.0,100.0,67953.46885491665,False,False,Hold,67953.468,67940.83713322476,99.98363761333009,1,3,0.0,0.0,0.18527837964938954,-29.97867137310095,0.1999999993131496,0.0,38.15000000031432,-4.999999946448952
71,2024-05-29 02:16:24,67953.46,67953.46,67953.46,67953.46,2024-05-29 02:16:24,99.86910994771254,99.97345015267554,99.95636998257085,99.98545666085694,67953.4633822772,False,False,Hold,67953.466,67941.21863322475,99.48051948078945,2,4,0.0,0.0,-0.5472639444633387,-73.25423241127282,-0.1999999993131496,-39.99999986262992,38.14999999885913,-1.4551915228366852e-07
72,2024-05-29 02:16:25,67953.46,67953.46,67953.46,67770.18266449512,2024-05-29 02:16:25,99.9601752290133,99.97345015267554,99.94309505890863,99.96648834715982,67840.1896692054,False,True,Buy,67916.81053289902,67932.43576644952,4.010947152309754,3,0,0.0,0.0,-11327.371307180147,-1132682.4043235683,-3665.5467100979877,-366534.67100986745,-878.2866775232833,-91643.66775221424
73,2024-05-29 02:16:26,67953.46,67953.46,67953.46,67953.46,2024-05-29 02:16:26,99.9601752290133,99.97345015267554,99.92982013524637,99.94309505890863,67910.19458355341,False,False,Hold,67916.80853289904,67932.81726644952,51.01802336620825,4,1,0.0,0.0,7000.49143480137,1832786.2741981517,-0.19999999785795808,366534.671010013,38.15000000031432,91643.66775235976
74,2024-05-29 02:16:27,67953.47,67957.95,67953.46,67957.94,2024-05-29 02:16:27,99.9601752290133,99.97345015267554,99.9601752290133,99.94436347438943,67939.70287372443,True,False,Sell,67917.70253289903,67933.42276644951,51.59878678720789,0,2,0.0,0.0,2950.829017101205,-404966.2417700165,89.39999999856809,8959.999999642605,60.549999999057036,2239.9999998742715
75,2024-05-29 02:16:28,67957.95,67957.95,67957.94,67770.18266449512,2024-05-29 02:16:28,99.9601752290133,99.97345015267554,99.9601752290133,99.95005686442433,67834.93362264072,False,True,Buy,67881.04506579805,67924.63989967426,33.674732745224205,1,0,4.4799999999959255,0.0,-10476.925108370779,-1342775.4125471984,-3665.746710097301,-375514.6710095869,-878.2866775247385,-93883.66775237955
76,2024-05-29 02:16:29,67957.95,67957.95,67957.94,67957.95,2024-05-29 02:16:29,99.9601752290133,99.97345015267554,99.9601752290133,99.9601752290133,67910.96192502163,False,False,Hold,67881.94306579806,67934.02826644952,50.300023033992446,2,1,4.4799999999959255,0.0,7602.830238091701,1807975.534646248,89.80000000010477,375554.67100974056,938.8366775252507,181712.33550499892
77,2024-05-29 02:16:30,67957.95,67957.95,67957.95,67957.95,2024-05-29 02:16:30,99.9601752290133,99.97345015267554,99.9601752290133,99.9601752290133,67940.00215242419,False,False,Hold,67919.49653289902,67934.63376644951,50.30069675576231,3,2,4.4799999999959255,0.0,2904.022740255459,-469880.7497836242,3755.3467100966373,366554.67100965325,60.549999999057036,-87828.66775261937
